temperature,humidity,rainfall,wind_speed,month,crop,region,state,latitude,longitude,pesticide_applications,past_disease_occurrences,disease,severity,is_diseased
33.4,74.8,9.7,2.8,3,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,5,4,Tomato___Late_blight,64.3,1
16.8,74.7,3.8,13.9,2,Strawberry,Patna,Bihar,25.59,85.13,7,0,Strawberry___healthy,0.0,0
16.2,76.2,17.3,14.0,10,Squash,Nashik,Maharashtra,19.99,73.79,1,4,Squash___Powdery_mildew,50.4,1
20.8,70.1,77.4,5.0,9,Blueberry,Ludhiana,Punjab,30.9,75.85,1,1,Blueberry___healthy,0.0,0
34.5,63.2,13.3,1.8,5,Grape,Ludhiana,Punjab,30.9,75.85,2,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),58.6,1
31.5,82.2,13.5,10.0,4,Strawberry,Amravati,Maharashtra,20.93,77.75,6,2,Strawberry___Leaf_scorch,45.4,1
32.5,77.4,123.1,7.1,9,Tomato,Nagpur,Maharashtra,21.14,79.08,2,0,Tomato___Early_blight,57.7,1
7.1,75.1,33.8,7.2,10,Tomato,Shimla,Himachal Pradesh,31.1,77.17,9,0,Tomato___Spider_mites Two-spotted_spider_mite,45.5,1
26.6,77.6,28.8,1.6,10,Potato,Lucknow,Uttar Pradesh,26.85,80.94,2,1,Potato___healthy,0.0,0
13.5,73.0,2.8,8.5,1,Tomato,Amritsar,Punjab,31.63,74.87,5,1,Tomato___Septoria_leaf_spot,54.4,1
20.8,62.2,2.6,8.5,2,Corn,Jaipur,Rajasthan,26.91,75.79,6,1,Corn_(maize)___Northern_Leaf_Blight,38.8,1
21.9,76.9,4.8,10.5,2,Blueberry,Surat,Gujarat,21.17,72.83,5,0,Blueberry___healthy,0.0,0
26.7,75.2,11.6,12.9,11,Tomato,Aurangabad,Maharashtra,19.87,75.34,2,0,Tomato___Spider_mites Two-spotted_spider_mite,48.3,1
6.7,89.0,68.1,6.5,8,Potato,Dharamsala,Himachal Pradesh,32.21,76.32,1,2,Potato___Early_blight,67.2,1
21.3,59.9,6.3,4.0,1,Orange,Jaipur,Rajasthan,26.91,75.79,1,1,Orange___Haunglongbing_(Citrus_greening),83.3,1
29.6,70.4,19.8,4.3,5,Apple,Ludhiana,Punjab,30.9,75.85,2,0,Apple___Apple_scab,63.8,1
32.5,69.4,47.0,10.2,9,Apple,Indore,Madhya Pradesh,22.71,75.85,1,0,Apple___Black_rot,73.8,1
24.9,71.6,13.7,15.1,4,Tomato,Patna,Bihar,25.59,85.13,4,3,Tomato___Spider_mites Two-spotted_spider_mite,45.7,1
30.5,79.4,154.0,1.2,7,Potato,Solapur,Maharashtra,17.66,75.9,5,4,Potato___Late_blight,74.5,1
24.9,66.4,3.6,5.8,2,Raspberry,Nagpur,Maharashtra,21.14,79.08,4,4,Raspberry___healthy,0.0,0
35.0,76.3,80.7,2.8,6,Tomato,Hyderabad,Telangana,17.38,78.47,2,1,Tomato___Septoria_leaf_spot,46.3,1
30.0,66.8,9.8,10.0,4,Apple,Jalandhar,Punjab,31.32,75.57,4,1,Apple___Apple_scab,46.2,1
25.2,80.4,92.8,12.8,9,Corn,Coimbatore,Tamil Nadu,11.01,76.96,6,0,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,34.9,1
26.0,89.1,63.8,9.7,9,Tomato,Gaya,Bihar,24.79,84.99,3,1,Tomato___Target_Spot,44.3,1
22.6,72.9,9.1,9.0,11,Corn,Warangal,Telangana,17.97,79.59,2,1,Corn_(maize)___healthy,0.0,0
27.6,80.3,117.1,12.1,8,Squash,Coimbatore,Tamil Nadu,11.01,76.96,3,0,Squash___Powdery_mildew,43.8,1
29.2,75.1,56.9,12.3,6,Potato,Lucknow,Uttar Pradesh,26.85,80.94,1,2,Potato___Late_blight,96.0,1
27.6,76.9,83.9,0.3,9,Cherry,Bangalore,Karnataka,12.97,77.59,2,0,Cherry_(including_sour)___healthy,0.0,0
24.1,65.0,119.3,11.7,8,Corn,Jaipur,Rajasthan,26.91,75.79,1,0,Corn_(maize)___healthy,0.0,0
28.1,63.9,9.8,6.6,3,Grape,Aurangabad,Maharashtra,19.87,75.34,2,4,Grape___healthy,0.0,0
28.9,72.1,4.5,2.1,3,Raspberry,Akola,Maharashtra,20.7,77.0,1,1,Raspberry___healthy,0.0,0
27.0,80.8,72.4,16.4,8,Pepper,Varanasi,Uttar Pradesh,25.31,82.97,8,2,"Pepper,_bell___Bacterial_spot",41.0,1
34.9,62.8,6.5,8.1,3,Apple,Aurangabad,Maharashtra,19.87,75.34,5,2,Apple___Cedar_apple_rust,48.0,1
24.8,78.0,97.8,10.3,8,Tomato,Indore,Madhya Pradesh,22.71,75.85,0,0,Tomato___Leaf_Mold,51.5,1
19.3,74.4,3.5,8.6,2,Tomato,Mysore,Karnataka,12.29,76.64,5,2,Tomato___Tomato_mosaic_virus,57.8,1
37.0,73.5,16.7,10.1,4,Strawberry,Nashik,Maharashtra,19.99,73.79,2,0,Strawberry___Leaf_scorch,49.2,1
25.2,71.0,99.2,11.7,7,Peach,Aurangabad,Maharashtra,19.87,75.34,2,1,Peach___Bacterial_spot,59.4,1
29.0,77.8,110.4,13.5,9,Squash,Warangal,Telangana,17.97,79.59,2,0,Squash___Powdery_mildew,38.7,1
37.5,55.7,18.5,8.9,5,Grape,Jaipur,Rajasthan,26.91,75.79,2,2,Grape___Black_rot,57.0,1
30.4,83.6,4.8,3.8,11,Orange,Burdwan,West Bengal,23.23,87.85,6,2,Orange___Haunglongbing_(Citrus_greening),61.6,1
25.9,64.1,105.6,12.6,8,Tomato,Amritsar,Punjab,31.63,74.87,3,0,Tomato___Leaf_Mold,49.5,1
24.6,56.4,14.2,9.8,11,Tomato,Jodhpur,Rajasthan,26.29,73.01,6,0,Tomato___healthy,0.0,0
26.9,79.4,11.1,5.4,3,Pepper,Chennai,Tamil Nadu,13.08,80.27,1,1,"Pepper,_bell___healthy",0.0,0
32.5,59.6,56.3,8.6,6,Tomato,Jodhpur,Rajasthan,26.29,73.01,2,1,Tomato___healthy,0.0,0
33.4,72.4,135.3,8.1,7,Squash,Aurangabad,Maharashtra,19.87,75.34,4,0,Squash___Powdery_mildew,39.7,1
32.7,74.2,12.8,9.7,4,Apple,Mysore,Karnataka,12.29,76.64,7,0,Apple___Apple_scab,46.1,1
14.9,70.9,9.9,8.9,11,Raspberry,Jalandhar,Punjab,31.32,75.57,2,1,Raspberry___healthy,0.0,0
18.5,70.7,106.1,5.5,7,Tomato,Jalandhar,Punjab,31.32,75.57,1,3,Tomato___Leaf_Mold,53.3,1
25.1,79.9,3.8,9.3,1,Raspberry,Warangal,Telangana,17.97,79.59,7,0,Raspberry___healthy,0.0,0
30.4,69.8,81.3,7.0,9,Corn,Ahmedabad,Gujarat,23.02,72.57,2,0,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,38.9,1
5.8,92.2,7.8,6.8,1,Tomato,Dharamsala,Himachal Pradesh,32.21,76.32,1,0,Tomato___Tomato_mosaic_virus,62.9,1
24.6,82.6,15.7,10.9,11,Tomato,Gaya,Bihar,24.79,84.99,0,0,Tomato___Spider_mites Two-spotted_spider_mite,72.1,1
23.8,67.8,113.5,8.1,7,Corn,Ludhiana,Punjab,30.9,75.85,1,0,Corn_(maize)___Common_rust_,83.8,1
22.2,77.7,101.7,5.2,9,Apple,Indore,Madhya Pradesh,22.71,75.85,4,0,Apple___Cedar_apple_rust,49.8,1
30.4,71.1,128.8,16.0,7,Corn,Solapur,Maharashtra,17.66,75.9,8,3,Corn_(maize)___healthy,0.0,0
25.4,77.4,116.6,13.3,8,Raspberry,Bhopal,Madhya Pradesh,23.25,77.41,6,2,Raspberry___healthy,0.0,0
27.4,87.5,172.7,7.7,7,Grape,Surat,Gujarat,21.17,72.83,0,1,Grape___Black_rot,85.5,1
24.4,79.0,122.5,10.3,8,Tomato,Solapur,Maharashtra,17.66,75.9,3,1,Tomato___Bacterial_spot,67.7,1
34.0,58.2,12.2,5.6,4,Tomato,Jaipur,Rajasthan,26.91,75.79,0,0,Tomato___Tomato_mosaic_virus,75.7,1
29.3,68.3,13.2,1.3,4,Tomato,Bangalore,Karnataka,12.97,77.59,2,3,Tomato___Spider_mites Two-spotted_spider_mite,59.6,1
30.9,98.0,51.5,9.6,9,Corn,Surat,Gujarat,21.17,72.83,7,0,Corn_(maize)___Northern_Leaf_Blight,61.4,1
30.6,86.6,37.1,9.7,10,Peach,Gaya,Bihar,24.79,84.99,7,0,Peach___Bacterial_spot,37.2,1
22.3,68.0,8.5,7.2,11,Tomato,Ahmedabad,Gujarat,23.02,72.57,6,0,Tomato___Bacterial_spot,44.5,1
28.2,79.4,65.7,9.2,9,Strawberry,Hyderabad,Telangana,17.38,78.47,4,2,Strawberry___Leaf_scorch,59.7,1
33.2,63.0,6.3,9.6,11,Corn,Warangal,Telangana,17.97,79.59,3,0,Corn_(maize)___healthy,0.0,0
37.0,80.1,13.2,12.7,5,Potato,Nagpur,Maharashtra,21.14,79.08,1,1,Potato___Early_blight,58.0,1
13.8,72.3,3.3,9.3,12,Strawberry,Ranchi,Jharkhand,23.34,85.31,1,4,Strawberry___healthy,0.0,0
26.9,73.1,7.0,7.7,3,Grape,Warangal,Telangana,17.97,79.59,1,1,Grape___healthy,0.0,0
21.4,84.3,3.9,11.0,1,Wheat,Kolkata,West Bengal,22.57,88.36,0,0,Wheat___Leaf_rust,68.3,1
20.5,74.3,7.0,1.6,12,Grape,Lucknow,Uttar Pradesh,26.85,80.94,0,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),71.1,1
38.0,88.0,92.7,4.0,6,Tomato,Ahmedabad,Gujarat,23.02,72.57,2,1,Tomato___Early_blight,54.8,1
28.9,79.1,99.4,10.1,6,Corn,Nagpur,Maharashtra,21.14,79.08,3,1,Corn_(maize)___Northern_Leaf_Blight,63.1,1
13.1,68.4,4.0,12.2,12,Orange,Amritsar,Punjab,31.63,74.87,3,5,Orange___Haunglongbing_(Citrus_greening),80.0,1
37.5,93.8,107.0,7.5,6,Tomato,Chennai,Tamil Nadu,13.08,80.27,2,5,Tomato___Target_Spot,34.5,1
25.9,80.0,105.0,7.6,8,Apple,Varanasi,Uttar Pradesh,25.31,82.97,2,2,Apple___Black_rot,65.8,1
37.3,55.5,14.8,0.0,4,Potato,Jodhpur,Rajasthan,26.29,73.01,2,1,Potato___Early_blight,67.8,1
28.1,88.7,68.2,6.5,6,Pepper,Ranchi,Jharkhand,23.34,85.31,4,0,"Pepper,_bell___Bacterial_spot",46.8,1
24.5,76.0,10.0,6.7,11,Squash,Bhopal,Madhya Pradesh,23.25,77.41,6,0,Squash___Powdery_mildew,38.0,1
32.4,74.8,131.1,1.0,8,Grape,Ahmedabad,Gujarat,23.02,72.57,3,0,Grape___Esca_(Black_Measles),73.3,1
28.0,80.0,67.5,10.2,6,Blueberry,Lucknow,Uttar Pradesh,26.85,80.94,2,1,Blueberry___healthy,0.0,0
22.9,78.4,21.2,8.5,10,Blueberry,Patna,Bihar,25.59,85.13,8,5,Blueberry___healthy,0.0,0
26.7,71.1,101.2,9.8,8,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,7,1,Tomato___Early_blight,43.0,1
25.9,76.5,119.4,11.4,8,Tomato,Aurangabad,Maharashtra,19.87,75.34,1,0,Tomato___healthy,0.0,0
36.1,94.8,74.6,8.3,6,Tomato,Chennai,Tamil Nadu,13.08,80.27,2,4,Tomato___Tomato_Yellow_Leaf_Curl_Virus,66.1,1
28.4,62.2,5.9,10.8,3,Strawberry,Nagpur,Maharashtra,21.14,79.08,3,3,Strawberry___Leaf_scorch,37.2,1
19.3,85.5,124.2,10.9,8,Pepper,Nashik,Maharashtra,19.99,73.79,2,0,"Pepper,_bell___Bacterial_spot",46.8,1
18.2,96.5,7.1,6.5,12,Tomato,Burdwan,West Bengal,23.23,87.85,2,0,Tomato___Target_Spot,59.2,1
28.6,77.3,105.6,8.8,6,Soybean,Mysore,Karnataka,12.29,76.64,6,0,Soybean___healthy,0.0,0
17.9,76.3,9.2,9.4,11,Grape,Bangalore,Karnataka,12.97,77.59,6,0,Grape___Black_rot,66.7,1
26.0,60.2,9.9,3.9,11,Apple,Jodhpur,Rajasthan,26.29,73.01,2,1,Apple___Black_rot,68.4,1
26.5,70.3,10.8,11.7,11,Grape,Aurangabad,Maharashtra,19.87,75.34,4,0,Grape___healthy,0.0,0
39.5,68.6,15.1,14.2,5,Corn,Ahmedabad,Gujarat,23.02,72.57,5,2,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,49.7,1
24.7,75.2,126.5,5.6,8,Potato,Bhopal,Madhya Pradesh,23.25,77.41,0,0,Potato___Early_blight,36.9,1
23.7,76.1,166.5,1.8,7,Corn,Ranchi,Jharkhand,23.34,85.31,2,0,Corn_(maize)___Common_rust_,66.0,1
26.5,67.2,91.6,16.9,6,Pepper,Amritsar,Punjab,31.63,74.87,0,1,"Pepper,_bell___healthy",0.0,0
27.7,76.1,9.9,1.4,3,Apple,Pune,Maharashtra,18.52,73.85,2,3,Apple___Apple_scab,63.3,1
32.8,80.6,105.8,11.9,6,Orange,Akola,Maharashtra,20.7,77.0,5,0,Orange___Haunglongbing_(Citrus_greening),74.9,1
20.7,74.5,11.8,12.9,11,Potato,Bangalore,Karnataka,12.97,77.59,2,0,Potato___healthy,0.0,0
21.3,77.0,2.0,1.6,1,Pepper,Jabalpur,Madhya Pradesh,23.18,79.94,4,0,"Pepper,_bell___healthy",0.0,0
30.6,93.2,96.0,8.8,9,Tomato,Surat,Gujarat,21.17,72.83,3,0,Tomato___Late_blight,74.9,1
14.9,56.5,5.6,3.4,12,Potato,Ludhiana,Punjab,30.9,75.85,10,3,Potato___Late_blight,58.9,1
29.6,68.0,83.1,0.0,6,Tomato,Jaipur,Rajasthan,26.91,75.79,0,0,Tomato___Bacterial_spot,66.5,1
21.9,80.5,9.5,6.2,11,Grape,Nagpur,Maharashtra,21.14,79.08,1,1,Grape___Esca_(Black_Measles),70.4,1
32.0,63.1,11.2,11.0,4,Soybean,Ludhiana,Punjab,30.9,75.85,5,5,Soybean___healthy,0.0,0
18.4,80.4,4.7,11.3,1,Tomato,Warangal,Telangana,17.97,79.59,4,3,Tomato___Spider_mites Two-spotted_spider_mite,46.5,1
38.7,77.6,54.0,8.9,6,Tomato,Jabalpur,Madhya Pradesh,23.18,79.94,2,5,Tomato___Early_blight,79.3,1
32.1,83.8,98.1,3.7,8,Corn,Patna,Bihar,25.59,85.13,3,0,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,60.5,1
23.6,91.7,4.9,2.4,2,Tomato,Surat,Gujarat,21.17,72.83,6,1,Tomato___Late_blight,67.4,1
26.8,65.8,12.6,10.6,4,Soybean,Amritsar,Punjab,31.63,74.87,2,2,Soybean___healthy,0.0,0
34.3,80.2,56.3,7.1,6,Tomato,Jabalpur,Madhya Pradesh,23.18,79.94,7,1,Tomato___Leaf_Mold,36.8,1
30.4,84.1,8.5,12.6,4,Tomato,Kolkata,West Bengal,22.57,88.36,4,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,64.6,1
35.9,78.3,17.4,6.9,5,Strawberry,Agra,Uttar Pradesh,27.17,78.01,1,0,Strawberry___Leaf_scorch,58.2,1
19.1,74.9,7.1,4.4,1,Potato,Akola,Maharashtra,20.7,77.0,7,2,Potato___Late_blight,72.0,1
31.2,76.1,12.5,13.4,4,Apple,Patna,Bihar,25.59,85.13,3,2,Apple___Cedar_apple_rust,60.6,1
27.5,73.4,7.9,6.7,3,Wheat,Lucknow,Uttar Pradesh,26.85,80.94,2,0,Wheat___Leaf_rust,67.8,1
19.4,61.9,3.0,11.1,12,Grape,Jaipur,Rajasthan,26.91,75.79,2,2,Grape___Esca_(Black_Measles),73.8,1
31.8,70.9,24.5,2.2,5,Squash,Bangalore,Karnataka,12.97,77.59,3,0,Squash___Powdery_mildew,39.0,1
24.9,93.4,141.5,6.8,8,Apple,Burdwan,West Bengal,23.23,87.85,9,1,Apple___Black_rot,59.0,1
29.7,60.7,14.3,14.6,5,Peach,Ludhiana,Punjab,30.9,75.85,2,0,Peach___Bacterial_spot,55.9,1
22.4,67.3,37.5,13.8,10,Orange,Ludhiana,Punjab,30.9,75.85,4,0,Orange___Haunglongbing_(Citrus_greening),78.8,1
21.1,73.1,104.9,16.4,9,Apple,Jalandhar,Punjab,31.32,75.57,1,0,Apple___healthy,0.0,0
29.3,80.7,62.5,5.0,6,Strawberry,Ranchi,Jharkhand,23.34,85.31,0,3,Strawberry___Leaf_scorch,61.6,1
4.3,88.9,3.8,9.7,12,Orange,Shimla,Himachal Pradesh,31.1,77.17,3,0,Orange___Haunglongbing_(Citrus_greening),73.8,1
22.7,83.2,5.2,5.2,12,Tomato,Jabalpur,Madhya Pradesh,23.18,79.94,2,1,Tomato___Tomato_mosaic_virus,81.2,1
31.1,91.6,92.5,11.8,8,Tomato,Nagpur,Maharashtra,21.14,79.08,0,1,Tomato___Late_blight,88.9,1
26.1,88.0,4.5,9.0,1,Tomato,Kolkata,West Bengal,22.57,88.36,0,4,Tomato___Spider_mites Two-spotted_spider_mite,67.0,1
24.4,63.4,8.4,12.0,11,Potato,Solapur,Maharashtra,17.66,75.9,1,0,Potato___healthy,0.0,0
22.9,73.6,4.8,13.6,12,Grape,Agra,Uttar Pradesh,27.17,78.01,5,2,Grape___healthy,0.0,0
29.2,86.5,107.5,9.4,7,Squash,Warangal,Telangana,17.97,79.59,6,1,Squash___Powdery_mildew,44.7,1
25.0,76.7,123.9,0.8,8,Potato,Gaya,Bihar,24.79,84.99,3,1,Potato___Early_blight,38.7,1
23.7,73.2,69.4,9.3,8,Corn,Bangalore,Karnataka,12.97,77.59,10,0,Corn_(maize)___Common_rust_,40.2,1
27.6,66.8,3.7,7.4,2,Cherry,Indore,Madhya Pradesh,22.71,75.85,4,1,Cherry_(including_sour)___healthy,0.0,0
17.0,66.5,5.7,0.0,1,Pepper,Ludhiana,Punjab,30.9,75.85,2,1,"Pepper,_bell___healthy",0.0,0
17.6,60.7,10.2,0.0,11,Soybean,Amritsar,Punjab,31.63,74.87,2,1,Soybean___healthy,0.0,0
29.4,88.2,15.4,4.3,5,Squash,Dharamsala,Himachal Pradesh,32.21,76.32,6,1,Squash___Powdery_mildew,40.7,1
22.7,77.4,16.5,8.8,5,Soybean,Shimla,Himachal Pradesh,31.1,77.17,1,0,Soybean___healthy,0.0,0
19.6,72.0,4.2,8.9,12,Raspberry,Patna,Bihar,25.59,85.13,1,2,Raspberry___healthy,0.0,0
26.0,74.2,7.8,8.1,11,Tomato,Coimbatore,Tamil Nadu,11.01,76.96,0,3,Tomato___Tomato_Yellow_Leaf_Curl_Virus,80.4,1
25.8,89.6,154.1,4.9,7,Tomato,Coimbatore,Tamil Nadu,11.01,76.96,4,0,Tomato___Late_blight,79.0,1
27.4,74.5,6.1,8.3,11,Potato,Aurangabad,Maharashtra,19.87,75.34,2,2,Potato___Late_blight,84.8,1
22.2,76.7,96.5,7.3,8,Grape,Ranchi,Jharkhand,23.34,85.31,3,0,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),56.4,1
32.3,90.2,59.8,1.4,6,Tomato,Amravati,Maharashtra,20.93,77.75,2,1,Tomato___Target_Spot,44.3,1
24.5,77.4,71.4,7.5,9,Blueberry,Lucknow,Uttar Pradesh,26.85,80.94,6,1,Blueberry___healthy,0.0,0
25.9,69.3,176.7,14.3,7,Apple,Jaipur,Rajasthan,26.91,75.79,0,1,Apple___healthy,0.0,0
21.6,76.7,5.8,6.2,1,Corn,Kolkata,West Bengal,22.57,88.36,5,0,Corn_(maize)___healthy,0.0,0
28.9,85.1,10.7,7.6,11,Tomato,Chennai,Tamil Nadu,13.08,80.27,0,2,Tomato___Spider_mites Two-spotted_spider_mite,49.3,1
36.0,69.6,12.5,13.0,4,Tomato,Nagpur,Maharashtra,21.14,79.08,2,2,Tomato___Spider_mites Two-spotted_spider_mite,32.1,1
27.0,95.4,124.1,12.0,7,Peach,Chennai,Tamil Nadu,13.08,80.27,5,2,Peach___Bacterial_spot,48.3,1
27.0,65.9,22.4,7.9,10,Peach,Ludhiana,Punjab,30.9,75.85,1,2,Peach___healthy,0.0,0
13.9,74.4,25.7,2.2,10,Apple,Dharamsala,Himachal Pradesh,32.21,76.32,2,3,Apple___healthy,0.0,0
21.4,69.3,10.9,5.3,11,Raspberry,Amritsar,Punjab,31.63,74.87,2,1,Raspberry___healthy,0.0,0
26.9,62.8,106.3,14.2,8,Blueberry,Jaipur,Rajasthan,26.91,75.79,1,0,Blueberry___healthy,0.0,0
26.7,69.6,116.2,7.0,7,Apple,Amritsar,Punjab,31.63,74.87,5,0,Apple___Black_rot,56.2,1
22.0,63.9,9.8,10.0,3,Grape,Jalandhar,Punjab,31.32,75.57,3,1,Grape___healthy,0.0,0
35.0,64.5,17.3,2.6,5,Apple,Solapur,Maharashtra,17.66,75.9,1,1,Apple___Apple_scab,51.6,1
25.8,76.8,9.6,8.7,3,Apple,Bhopal,Madhya Pradesh,23.25,77.41,5,0,Apple___Cedar_apple_rust,35.6,1
30.5,79.4,67.2,4.6,8,Potato,Solapur,Maharashtra,17.66,75.9,4,1,Potato___Early_blight,50.5,1
28.6,84.1,173.5,7.3,8,Peach,Hyderabad,Telangana,17.38,78.47,0,1,Peach___Bacterial_spot,61.0,1
28.0,78.1,173.4,8.1,8,Tomato,Pune,Maharashtra,18.52,73.85,0,0,Tomato___Bacterial_spot,44.4,1
37.5,81.0,14.6,0.3,5,Tomato,Coimbatore,Tamil Nadu,11.01,76.96,1,0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,96.0,1
30.7,76.1,17.4,4.7,4,Tomato,Indore,Madhya Pradesh,22.71,75.85,6,1,Tomato___Late_blight,57.3,1
25.6,78.4,7.1,10.4,3,Squash,Ranchi,Jharkhand,23.34,85.31,2,0,Squash___Powdery_mildew,59.4,1
23.5,68.7,5.0,10.5,12,Tomato,Indore,Madhya Pradesh,22.71,75.85,2,2,Tomato___Leaf_Mold,41.1,1
26.1,82.2,1.8,6.9,3,Corn,Bangalore,Karnataka,12.97,77.59,3,1,Corn_(maize)___Northern_Leaf_Blight,62.8,1
37.4,68.2,16.2,9.2,5,Tomato,Aurangabad,Maharashtra,19.87,75.34,0,2,Tomato___Septoria_leaf_spot,52.4,1
28.8,78.8,83.0,10.1,9,Blueberry,Indore,Madhya Pradesh,22.71,75.85,1,0,Blueberry___healthy,0.0,0
26.8,83.0,124.6,14.1,8,Tomato,Pune,Maharashtra,18.52,73.85,0,3,Tomato___Leaf_Mold,46.9,1
24.8,66.6,19.0,3.8,10,Wheat,Aurangabad,Maharashtra,19.87,75.34,3,2,Wheat___Leaf_rust,70.6,1
37.7,79.2,14.8,17.1,5,Squash,Coimbatore,Tamil Nadu,11.01,76.96,2,0,Squash___Powdery_mildew,49.1,1
24.4,76.6,8.1,8.2,3,Tomato,Bhopal,Madhya Pradesh,23.25,77.41,3,5,Tomato___Spider_mites Two-spotted_spider_mite,45.3,1
9.9,66.2,6.5,0.2,12,Blueberry,Jalandhar,Punjab,31.32,75.57,1,2,Blueberry___healthy,0.0,0
12.1,85.7,94.6,12.6,9,Peach,Dharamsala,Himachal Pradesh,32.21,76.32,6,1,Peach___Bacterial_spot,53.0,1
19.3,56.6,4.6,4.2,12,Peach,Jaipur,Rajasthan,26.91,75.79,10,0,Peach___healthy,0.0,0
10.5,88.1,80.9,9.2,9,Tomato,Shimla,Himachal Pradesh,31.1,77.17,0,0,Tomato___Septoria_leaf_spot,65.1,1
24.8,83.0,17.1,9.7,10,Potato,Burdwan,West Bengal,23.23,87.85,2,1,Potato___Late_blight,92.0,1
24.4,71.7,7.0,11.6,11,Raspberry,Jabalpur,Madhya Pradesh,23.18,79.94,5,0,Raspberry___healthy,0.0,0
24.8,79.1,65.9,0.0,9,Blueberry,Bangalore,Karnataka,12.97,77.59,4,2,Blueberry___healthy,0.0,0
19.5,70.7,5.2,2.8,12,Tomato,Solapur,Maharashtra,17.66,75.9,2,2,Tomato___Tomato_Yellow_Leaf_Curl_Virus,61.7,1
29.9,72.4,6.8,14.4,2,Soybean,Coimbatore,Tamil Nadu,11.01,76.96,2,0,Soybean___healthy,0.0,0
29.6,79.3,188.6,3.1,7,Corn,Ahmedabad,Gujarat,23.02,72.57,0,0,Corn_(maize)___Northern_Leaf_Blight,67.7,1
23.6,80.8,131.9,13.0,7,Strawberry,Pune,Maharashtra,18.52,73.85,0,4,Strawberry___Leaf_scorch,56.6,1
17.3,65.3,3.2,1.0,2,Apple,Jalandhar,Punjab,31.32,75.57,5,0,Apple___healthy,0.0,0
9.0,67.5,8.9,14.0,1,Apple,Amritsar,Punjab,31.63,74.87,1,2,Apple___Cedar_apple_rust,53.7,1
27.4,75.3,84.1,10.5,6,Cherry,Warangal,Telangana,17.97,79.59,2,2,Cherry_(including_sour)___healthy,0.0,0
29.6,85.0,81.7,8.5,9,Tomato,Jabalpur,Madhya Pradesh,23.18,79.94,1,0,Tomato___Target_Spot,55.2,1
23.7,76.2,10.9,6.3,11,Apple,Lucknow,Uttar Pradesh,26.85,80.94,1,1,Apple___healthy,0.0,0
20.3,79.4,119.1,7.2,7,Potato,Warangal,Telangana,17.97,79.59,0,2,Potato___Late_blight,94.2,1
28.0,92.2,58.5,0.8,7,Grape,Coimbatore,Tamil Nadu,11.01,76.96,8,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),48.5,1
30.2,95.6,79.4,13.7,6,Squash,Chennai,Tamil Nadu,13.08,80.27,1,1,Squash___Powdery_mildew,35.6,1
27.1,98.9,79.8,6.2,7,Tomato,Kolkata,West Bengal,22.57,88.36,10,1,Tomato___Target_Spot,36.0,1
26.9,72.3,127.6,7.9,8,Tomato,Solapur,Maharashtra,17.66,75.9,3,3,Tomato___healthy,0.0,0
37.6,66.5,14.1,11.1,4,Potato,Varanasi,Uttar Pradesh,25.31,82.97,7,1,Potato___Early_blight,52.2,1
32.1,92.4,66.1,5.0,6,Potato,Amravati,Maharashtra,20.93,77.75,0,1,Potato___Early_blight,51.6,1
33.1,69.5,10.9,13.5,5,Grape,Nashik,Maharashtra,19.99,73.79,3,1,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),70.0,1
25.4,86.3,96.0,7.0,6,Apple,Bangalore,Karnataka,12.97,77.59,1,0,Apple___Apple_scab,67.3,1
11.3,81.6,4.8,1.2,1,Corn,Shimla,Himachal Pradesh,31.1,77.17,4,0,Corn_(maize)___Common_rust_,50.3,1
31.2,87.8,91.5,9.6,6,Apple,Kolkata,West Bengal,22.57,88.36,7,0,Apple___Black_rot,66.3,1
31.9,83.0,68.9,8.6,9,Potato,Lucknow,Uttar Pradesh,26.85,80.94,3,0,Potato___Late_blight,77.6,1
31.2,79.6,169.0,7.8,6,Corn,Hyderabad,Telangana,17.38,78.47,2,1,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,67.2,1
36.4,68.6,9.5,5.2,5,Strawberry,Hyderabad,Telangana,17.38,78.47,1,1,Strawberry___Leaf_scorch,43.7,1
37.4,65.9,13.8,4.6,4,Apple,Ahmedabad,Gujarat,23.02,72.57,3,0,Apple___Apple_scab,51.0,1
17.1,95.1,94.0,13.3,6,Grape,Shimla,Himachal Pradesh,31.1,77.17,5,2,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),52.3,1
27.2,68.3,7.5,6.6,3,Tomato,Coimbatore,Tamil Nadu,11.01,76.96,3,0,Tomato___Tomato_mosaic_virus,61.2,1
28.1,75.8,6.9,11.8,3,Potato,Agra,Uttar Pradesh,27.17,78.01,3,2,Potato___Early_blight,55.1,1
