temperature,humidity,rainfall,wind_speed,month,crop,region,state,latitude,longitude,pesticide_applications,past_disease_occurrences,leaf_wetness_hours,consecutive_wet_days,soil_moisture,night_temperature,days_since_rain,morning_dew_hours,soil_ph,nitrogen_level,growth_stage,in_high_risk_region,soil_type,ann_rainfall_mm,disease,severity,is_diseased
31.8,22.7,2.2,6.9,3,Tomato,Kanpur,Uttar Pradesh,26.44,80.33,1,3,0.2,0,37.9,8.7,29.8,0.5,7.5,144.9,2,0,alluvial,792,Tomato___Spider_mites Two-spotted_spider_mite,54.1,1
22.6,64.8,19.2,14.3,9,Corn,Kanpur,Uttar Pradesh,26.44,80.33,1,0,1.4,1,65.5,6.8,4.9,2.2,6.2,216.0,2,0,alluvial,792,Corn_(maize)___healthy,0.0,0
26.6,99.9,10.6,26.4,6,Pepper,Sangli,Maharashtra,16.86,74.56,1,5,8.8,6,61.1,7.1,2.7,7.9,6.7,193.5,2,1,black_cotton,580,"Pepper,_bell___Bacterial_spot",52.1,1
26.3,59.3,14.6,8.2,1,Pepper,Dharamsala,Himachal Pradesh,32.21,76.32,0,2,5.2,2,48.7,4.4,5.8,3.1,6.16,147.1,2,0,red_laterite,2542,"Pepper,_bell___healthy",0.0,0
13.9,82.5,11.1,14.9,9,Tomato,Latur,Maharashtra,18.4,76.56,2,0,12.4,8,84.2,6.9,1.9,6.2,6.7,203.8,3,1,black_cotton,742,Tomato___Late_blight,68.7,1
27.9,82.7,25.5,9.2,9,Tomato,Madurai,Tamil Nadu,9.93,78.12,2,4,13.4,2,77.2,10.4,6.6,5.3,6.7,166.9,3,1,black_cotton,924,Tomato___Target_Spot,54.7,1
21.5,74.6,3.0,5.8,2,Tomato,Aurangabad,Maharashtra,19.87,75.34,4,1,2.3,3,68.2,5.0,10.0,2.3,6.7,146.5,2,1,black_cotton,726,Tomato___Early_blight,61.3,1
24.0,73.2,8.6,12.4,6,Raspberry,Kanpur,Uttar Pradesh,26.44,80.33,2,0,4.0,1,53.2,15.9,8.2,2.8,6.2,117.4,2,0,alluvial,792,Raspberry___healthy,0.0,0
31.8,61.4,10.8,1.6,3,Tomato,Bathinda,Punjab,30.21,74.94,0,0,0.8,1,61.4,16.2,17.1,2.4,6.2,151.5,1,1,alluvial,404,Tomato___Tomato_mosaic_virus,68.3,1
26.0,55.9,7.8,11.4,12,Cherry,Kolkata,West Bengal,22.57,88.36,1,2,5.5,1,61.5,10.8,5.1,4.1,6.88,151.3,2,0,alluvial,1582,Cherry_(including_sour)___healthy,0.0,0
12.3,49.5,10.7,7.4,6,Apple,Jabalpur,Madhya Pradesh,23.18,79.94,0,2,4.8,2,65.7,0.0,6.7,3.9,6.77,169.0,2,0,red_laterite,1310,Apple___healthy,0.0,0
21.2,74.4,5.9,12.7,3,Tomato,Hyderabad,Telangana,17.38,78.47,4,0,6.5,1,50.4,4.4,4.2,5.7,5.52,131.9,2,0,red_laterite,812,Tomato___Early_blight,51.0,1
19.6,50.4,11.5,17.8,2,Squash,Coimbatore,Tamil Nadu,11.01,76.96,1,1,4.8,1,50.7,2.5,10.2,2.4,6.65,134.1,2,0,red_laterite,682,Squash___Powdery_mildew,56.3,1
22.5,51.4,14.1,7.4,7,Blueberry,Meerut,Uttar Pradesh,28.98,77.7,4,0,5.6,0,57.0,10.6,3.1,3.7,6.2,83.1,2,0,alluvial,814,Blueberry___healthy,0.0,0
22.3,76.9,14.1,21.2,9,Corn,Agra,Uttar Pradesh,27.17,78.01,5,1,9.4,3,84.1,10.5,0.0,5.9,6.76,179.1,2,0,alluvial,660,Corn_(maize)___Common_rust_,44.0,1
21.0,97.9,37.0,7.3,11,Grape,Nagpur,Maharashtra,21.14,79.08,2,1,17.1,5,84.7,0.9,0.3,6.8,6.7,137.0,3,1,black_cotton,1025,Grape___Black_rot,59.3,1
30.9,67.5,12.8,2.2,7,Grape,Hisar,Haryana,29.15,75.72,3,1,2.2,1,51.6,3.4,21.6,2.3,7.0,134.6,2,0,alluvial,428,Grape___Esca_(Black_Measles),67.0,1
29.4,78.2,9.6,10.3,6,Tomato,Visakhapatnam,Andhra Pradesh,17.68,83.21,1,1,12.1,3,77.5,6.8,2.3,8.3,6.53,204.2,3,1,red_laterite,1012,Tomato___Target_Spot,58.7,1
25.5,92.5,13.1,29.5,6,Peach,Jaipur,Rajasthan,26.91,75.79,3,3,13.0,2,67.5,5.4,0.6,7.3,6.94,172.9,2,0,sandy,592,Peach___Bacterial_spot,56.8,1
24.1,57.0,18.9,9.0,12,Corn,Agra,Uttar Pradesh,27.17,78.01,1,0,4.3,1,64.6,5.5,10.2,1.4,6.31,154.9,2,0,alluvial,660,Corn_(maize)___healthy,0.0,0
29.9,86.1,74.8,15.1,5,Orange,Jalandhar,Punjab,31.32,75.57,1,0,4.2,1,68.0,11.0,12.8,4.4,6.2,105.7,2,1,alluvial,698,Orange___Haunglongbing_(Citrus_greening),90.4,1
24.8,83.1,53.6,9.2,6,Grape,Visakhapatnam,Andhra Pradesh,17.68,83.21,1,0,16.4,9,89.8,10.6,0.8,10.0,6.8,183.2,3,1,red_laterite,1012,Grape___Black_rot,71.9,1
18.1,55.0,4.2,7.2,3,Tomato,Kolhapur,Maharashtra,16.7,74.24,2,0,3.8,0,39.4,0.0,11.4,2.8,6.2,146.7,1,1,red_laterite,1052,Tomato___Tomato_mosaic_virus,60.0,1
29.7,55.5,11.4,3.4,4,Tomato,Aurangabad,Maharashtra,19.87,75.34,7,0,4.7,1,59.0,1.8,14.2,1.0,7.49,126.1,1,1,black_cotton,726,Tomato___Tomato_Yellow_Leaf_Curl_Virus,52.2,1
34.6,21.0,1.7,2.7,4,Tomato,Latur,Maharashtra,18.4,76.56,0,0,1.4,0,24.8,10.9,35.9,0.5,7.34,100.3,2,1,black_cotton,742,Tomato___Spider_mites Two-spotted_spider_mite,49.0,1
25.6,83.3,27.0,3.6,8,Tomato,Chennai,Tamil Nadu,13.08,80.27,0,3,12.9,5,70.7,4.3,6.3,9.0,5.85,128.3,3,1,red_laterite,1398,Tomato___Target_Spot,63.1,1
23.0,63.9,9.6,2.1,5,Raspberry,Hisar,Haryana,29.15,75.72,3,1,5.8,2,47.5,6.5,10.4,1.3,6.2,75.1,2,0,alluvial,428,Raspberry___healthy,0.0,0
19.7,98.0,4.6,3.6,10,Tomato,Siliguri,West Bengal,26.72,88.43,4,0,20.6,14,85.4,4.9,0.7,9.6,6.41,258.1,3,1,alluvial,2888,Tomato___Leaf_Mold,44.4,1
17.2,64.7,14.6,9.8,11,Raspberry,Jabalpur,Madhya Pradesh,23.18,79.94,3,1,2.2,0,48.7,0.0,6.8,3.0,6.48,147.9,2,0,red_laterite,1310,Raspberry___healthy,0.0,0
18.1,70.5,14.0,5.1,2,Grape,Coimbatore,Tamil Nadu,11.01,76.96,3,0,5.3,2,51.2,4.7,4.6,1.6,6.29,123.8,2,0,red_laterite,682,Grape___healthy,0.0,0
35.2,55.5,1.6,5.7,3,Tomato,Mysore,Karnataka,12.29,76.64,0,0,0.0,0,24.9,6.7,23.2,1.3,6.1,132.3,2,1,red_laterite,752,Tomato___Spider_mites Two-spotted_spider_mite,73.0,1
21.2,75.4,22.2,17.7,9,Tomato,Aurangabad,Maharashtra,19.87,75.34,1,2,7.8,2,64.1,2.8,4.6,3.3,6.7,171.1,2,1,black_cotton,726,Tomato___Early_blight,50.8,1
27.4,56.1,7.3,7.8,5,Pepper,Kota,Rajasthan,25.18,75.83,0,2,4.6,0,50.6,5.1,6.6,3.3,6.7,147.5,2,0,black_cotton,680,"Pepper,_bell___healthy",0.0,0
22.7,94.3,55.5,11.1,8,Tomato,Patna,Bihar,25.59,85.13,3,0,10.5,11,95.1,14.8,2.0,6.4,6.2,238.5,3,1,alluvial,1122,Tomato___Late_blight,66.4,1
30.4,86.9,5.0,1.2,6,Tomato,Nagpur,Maharashtra,21.14,79.08,5,3,4.3,2,67.8,15.6,3.1,2.5,6.7,113.7,2,1,black_cotton,1025,Tomato___Early_blight,55.1,1
22.3,72.7,7.9,14.7,7,Tomato,Surat,Gujarat,21.17,72.83,4,1,9.6,4,46.9,4.4,7.2,2.9,6.66,181.1,2,0,alluvial,1168,Tomato___Early_blight,42.7,1
25.0,86.6,42.2,9.3,8,Corn,Aurangabad,Maharashtra,19.87,75.34,2,3,17.6,12,82.1,7.7,1.9,8.3,6.7,84.7,3,1,black_cotton,726,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,37.8,1
19.8,100.0,44.5,10.7,7,Corn,Surat,Gujarat,21.17,72.83,1,0,15.4,6,77.8,6.8,3.2,6.7,6.2,168.5,2,0,alluvial,1168,Corn_(maize)___Northern_Leaf_Blight,75.4,1
11.9,49.9,16.4,11.7,1,Raspberry,Bhopal,Madhya Pradesh,23.25,77.41,5,1,4.5,0,60.4,4.8,3.1,3.4,6.7,154.0,2,0,black_cotton,1146,Raspberry___healthy,0.0,0
28.2,77.8,42.2,13.3,10,Corn,Latur,Maharashtra,18.4,76.56,3,1,13.7,5,77.7,13.0,1.3,11.1,6.75,143.9,2,1,black_cotton,742,Corn_(maize)___Northern_Leaf_Blight,64.7,1
23.8,67.6,44.8,17.7,6,Corn,Akola,Maharashtra,20.7,77.0,5,0,17.6,4,76.8,5.4,3.8,5.9,6.7,121.3,2,1,black_cotton,820,Corn_(maize)___Northern_Leaf_Blight,41.4,1
8.8,60.1,8.5,2.3,1,Raspberry,Jaipur,Rajasthan,26.91,75.79,3,0,5.4,0,58.6,2.5,3.9,4.7,5.94,83.9,2,0,sandy,592,Raspberry___healthy,0.0,0
32.2,45.9,5.7,6.1,10,Grape,Pune,Maharashtra,18.52,73.85,3,4,3.5,0,26.1,4.9,13.5,1.2,6.8,114.8,2,1,red_laterite,722,Grape___Esca_(Black_Measles),78.6,1
22.5,92.8,25.0,22.3,7,Pepper,Nashik,Maharashtra,19.99,73.79,1,1,11.0,5,69.9,0.0,0.7,4.0,6.03,153.0,2,1,red_laterite,620,"Pepper,_bell___Bacterial_spot",53.2,1
33.9,50.9,0.0,3.5,11,Tomato,Kolhapur,Maharashtra,16.7,74.24,2,1,0.0,0,36.7,8.5,27.9,1.6,6.8,104.5,2,1,red_laterite,1052,Tomato___Spider_mites Two-spotted_spider_mite,47.5,1
9.5,91.8,51.8,3.4,8,Potato,Bangalore,Karnataka,12.97,77.59,2,0,18.2,14,85.8,2.4,1.5,8.2,5.65,226.8,3,0,red_laterite,948,Potato___Late_blight,93.4,1
23.3,66.7,26.1,3.1,7,Tomato,Coimbatore,Tamil Nadu,11.01,76.96,0,3,4.1,3,78.3,0.0,3.9,5.2,6.1,170.9,3,1,red_laterite,682,Tomato___Target_Spot,47.1,1
23.1,59.9,19.2,5.4,5,Pepper,Muzaffarpur,Bihar,26.12,85.36,0,1,4.7,2,53.2,3.0,9.9,3.6,6.64,161.2,2,0,alluvial,1068,"Pepper,_bell___healthy",0.0,0
16.5,92.0,33.0,22.3,9,Wheat,Bhopal,Madhya Pradesh,23.25,77.41,1,1,7.8,7,71.0,4.0,8.3,11.8,6.7,111.4,2,1,black_cotton,1146,Wheat___Leaf_rust,64.8,1
22.3,59.4,20.8,9.8,4,Cherry,Shimla,Himachal Pradesh,31.1,77.17,8,0,5.1,0,60.7,15.2,3.7,1.8,6.8,192.0,2,0,red_laterite,1575,Cherry_(including_sour)___healthy,0.0,0
23.8,63.4,19.8,7.3,1,Tomato,Varanasi,Uttar Pradesh,25.31,82.97,1,4,3.1,2,62.6,7.3,9.7,4.0,6.65,197.7,2,0,alluvial,1110,Tomato___healthy,0.0,0
38.4,31.1,5.4,4.9,10,Tomato,Surat,Gujarat,21.17,72.83,0,2,1.3,0,45.3,10.2,16.4,0.2,7.35,137.6,2,1,alluvial,1168,Tomato___Spider_mites Two-spotted_spider_mite,54.3,1
9.7,99.6,10.0,7.6,5,Apple,Solan,Himachal Pradesh,30.9,77.1,1,0,18.2,3,89.9,0.0,1.3,5.6,5.67,175.4,1,1,red_laterite,1106,Apple___Apple_scab,55.5,1
23.9,71.5,15.8,13.1,12,Tomato,Solapur,Maharashtra,17.66,75.9,6,0,1.0,1,61.4,4.3,5.0,1.7,6.7,87.1,1,1,black_cotton,520,Tomato___Tomato_mosaic_virus,53.2,1
33.9,29.9,1.2,9.1,4,Tomato,Dharamsala,Himachal Pradesh,32.21,76.32,4,1,1.7,0,36.3,7.4,23.7,1.1,6.8,78.1,2,0,red_laterite,2542,Tomato___Spider_mites Two-spotted_spider_mite,37.2,1
27.9,82.4,45.4,13.7,8,Peach,Kullu,Himachal Pradesh,31.95,77.1,2,0,17.8,6,79.1,10.8,2.1,6.9,6.8,202.1,2,1,red_laterite,1262,Peach___Bacterial_spot,59.2,1
28.2,78.7,23.3,4.2,5,Tomato,Mysore,Karnataka,12.29,76.64,4,0,10.0,4,58.4,8.3,9.8,2.9,6.77,99.0,2,1,red_laterite,752,Tomato___Early_blight,55.6,1
34.0,39.6,3.0,6.5,8,Grape,Gaya,Bihar,24.79,84.99,3,1,4.9,0,32.2,9.2,20.1,2.7,6.72,99.6,2,0,alluvial,968,Grape___Esca_(Black_Measles),60.9,1
25.5,82.2,40.7,5.2,9,Corn,Dharamsala,Himachal Pradesh,32.21,76.32,0,0,12.8,7,75.4,7.3,2.5,8.0,6.43,109.0,2,1,red_laterite,2542,Corn_(maize)___Northern_Leaf_Blight,85.5,1
20.9,85.3,46.9,1.8,7,Tomato,Muzaffarpur,Bihar,26.12,85.36,2,0,17.8,6,88.2,10.1,1.6,4.3,6.2,223.2,3,1,alluvial,1068,Tomato___Late_blight,95.4,1
19.9,55.3,11.5,11.9,7,Cherry,Kullu,Himachal Pradesh,31.95,77.1,1,1,5.1,1,45.7,6.4,13.5,2.0,6.52,234.4,2,1,red_laterite,1262,Cherry_(including_sour)___Powdery_mildew,41.3,1
30.5,48.7,8.7,5.1,6,Tomato,Lucknow,Uttar Pradesh,26.85,80.94,3,1,2.2,2,52.9,9.0,10.2,0.1,6.21,94.9,1,1,alluvial,898,Tomato___Tomato_mosaic_virus,68.0,1
31.5,67.2,26.3,17.8,2,Orange,Vijayawada,Andhra Pradesh,16.5,80.64,3,0,8.4,3,73.2,7.3,13.8,5.4,6.68,171.1,2,1,alluvial,1012,Orange___Haunglongbing_(Citrus_greening),82.8,1
21.4,79.9,31.7,9.7,8,Tomato,Visakhapatnam,Andhra Pradesh,17.68,83.21,9,3,8.1,5,76.4,0.0,2.8,4.8,6.62,136.4,3,1,red_laterite,1012,Tomato___Target_Spot,30.0,1
25.2,82.9,36.9,0.0,7,Grape,Aurangabad,Maharashtra,19.87,75.34,1,1,18.0,5,77.9,3.8,3.2,7.4,6.7,175.0,2,1,black_cotton,726,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),57.7,1
29.7,76.5,14.1,17.7,9,Strawberry,Nashik,Maharashtra,19.99,73.79,5,2,7.3,7,59.9,9.8,4.8,7.3,5.77,109.4,2,1,red_laterite,620,Strawberry___Leaf_scorch,48.1,1
30.7,59.7,3.2,19.4,5,Tomato,Ahmedabad,Gujarat,23.02,72.57,5,1,3.8,0,30.5,7.7,23.6,1.5,7.31,144.1,1,1,black_cotton,782,Tomato___Tomato_Yellow_Leaf_Curl_Virus,53.4,1
27.6,68.6,21.7,3.7,4,Potato,Jalandhar,Punjab,31.32,75.57,0,0,6.4,4,51.4,7.6,3.5,2.8,6.2,107.2,2,1,alluvial,698,Potato___Early_blight,58.9,1
29.6,77.3,33.5,29.1,7,Tomato,Dharwad,Karnataka,15.45,75.01,2,1,13.6,5,83.4,4.9,0.9,7.7,7.18,221.5,2,1,black_cotton,742,Tomato___Bacterial_spot,43.9,1
14.6,61.0,10.4,3.3,11,Blueberry,Patna,Bihar,25.59,85.13,1,1,2.6,2,52.3,2.5,11.5,3.0,6.2,89.1,2,0,alluvial,1122,Blueberry___healthy,0.0,0
18.3,98.8,42.4,10.5,7,Grape,Dharamsala,Himachal Pradesh,32.21,76.32,4,0,15.8,3,87.5,2.9,0.4,8.9,6.5,177.7,3,0,red_laterite,2542,Grape___Black_rot,66.9,1
16.2,60.6,18.4,14.1,6,Tomato,Ludhiana,Punjab,30.9,75.85,1,0,5.7,2,40.6,0.1,5.8,3.9,6.82,151.7,1,1,alluvial,712,Tomato___Tomato_mosaic_virus,73.6,1
15.8,82.8,44.2,8.0,6,Tomato,Meerut,Uttar Pradesh,28.98,77.7,3,4,21.7,4,94.5,3.7,1.8,5.3,6.33,221.3,3,1,alluvial,814,Tomato___Late_blight,76.3,1
26.7,77.9,4.6,14.5,6,Potato,Bathinda,Punjab,30.21,74.94,3,3,5.0,3,48.4,4.8,12.6,2.2,6.2,100.7,2,1,alluvial,404,Potato___Early_blight,48.1,1
25.8,56.2,6.1,4.9,8,Corn,Dharwad,Karnataka,15.45,75.01,5,2,3.9,1,59.1,10.7,10.6,4.0,6.83,218.2,2,0,black_cotton,742,Corn_(maize)___healthy,0.0,0
25.4,66.4,5.4,8.0,2,Tomato,Meerut,Uttar Pradesh,28.98,77.7,2,2,2.6,0,59.3,9.5,8.6,1.1,6.42,140.6,2,0,alluvial,814,Tomato___healthy,0.0,0
25.6,78.2,14.3,9.4,5,Tomato,Solapur,Maharashtra,17.66,75.9,3,0,0.0,1,49.2,0.0,24.4,1.5,7.14,102.5,1,1,black_cotton,520,Tomato___Tomato_Yellow_Leaf_Curl_Virus,62.4,1
25.3,68.3,5.4,7.4,5,Pepper,Mysore,Karnataka,12.29,76.64,4,0,6.1,0,53.6,4.0,5.3,2.2,6.3,133.6,2,0,red_laterite,752,"Pepper,_bell___healthy",0.0,0
13.6,88.3,22.0,24.5,6,Apple,Kullu,Himachal Pradesh,31.95,77.1,5,2,17.5,4,68.8,1.8,2.4,7.5,6.14,154.8,1,1,red_laterite,1262,Apple___Cedar_apple_rust,26.5,1
29.8,77.4,13.8,6.7,7,Tomato,Solapur,Maharashtra,17.66,75.9,1,0,6.0,2,44.2,13.5,5.3,5.8,6.7,91.0,2,1,black_cotton,520,Tomato___Early_blight,64.4,1
25.9,53.4,10.3,7.3,2,Apple,Patiala,Punjab,30.33,76.39,2,2,0.0,1,52.2,10.6,6.7,3.3,6.28,176.7,2,0,alluvial,726,Apple___healthy,0.0,0
12.6,72.2,5.3,3.6,8,Strawberry,Akola,Maharashtra,20.7,77.0,1,3,2.1,2,45.9,3.7,5.2,2.4,6.7,89.4,2,0,black_cotton,820,Strawberry___healthy,0.0,0
23.5,53.0,7.0,9.4,10,Grape,Dharamsala,Himachal Pradesh,32.21,76.32,4,3,2.4,1,50.2,4.7,6.7,2.2,5.76,135.1,2,0,red_laterite,2542,Grape___healthy,0.0,0
19.0,90.7,34.2,2.6,5,Grape,Akola,Maharashtra,20.7,77.0,6,4,15.2,6,76.2,0.7,2.5,7.2,6.7,140.9,3,1,black_cotton,820,Grape___Black_rot,40.8,1
17.2,72.1,38.8,12.0,7,Corn,Shimla,Himachal Pradesh,31.1,77.17,4,1,9.9,6,89.7,0.0,2.2,5.7,6.28,188.4,2,1,red_laterite,1575,Corn_(maize)___Northern_Leaf_Blight,68.0,1
21.1,56.6,10.4,8.0,6,Strawberry,Pune,Maharashtra,18.52,73.85,5,0,5.4,0,51.1,5.3,4.2,4.0,6.2,86.4,2,0,red_laterite,722,Strawberry___healthy,0.0,0
23.8,73.4,15.9,1.7,4,Potato,Amritsar,Punjab,31.63,74.87,0,0,6.1,2,60.0,6.6,12.4,5.8,6.2,92.8,2,1,alluvial,682,Potato___Early_blight,68.6,1
25.1,76.4,36.1,17.4,7,Corn,Chennai,Tamil Nadu,13.08,80.27,2,1,9.1,7,71.4,9.2,4.1,7.4,6.8,152.9,2,1,red_laterite,1398,Corn_(maize)___Common_rust_,60.8,1
18.4,70.4,18.8,8.5,5,Raspberry,Gaya,Bihar,24.79,84.99,3,0,2.9,2,43.0,1.6,5.6,4.7,6.2,104.7,2,0,alluvial,968,Raspberry___healthy,0.0,0
23.9,97.0,24.0,2.0,9,Corn,Solan,Himachal Pradesh,30.9,77.1,0,0,12.8,13,79.0,2.1,0.8,6.5,5.76,134.4,3,0,red_laterite,1106,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,66.5,1
26.6,88.1,34.2,12.2,8,Apple,Solan,Himachal Pradesh,30.9,77.1,1,1,9.0,6,73.7,12.1,4.2,8.2,5.69,116.1,3,1,red_laterite,1106,Apple___Black_rot,58.1,1
8.7,91.5,68.2,14.1,7,Potato,Solan,Himachal Pradesh,30.9,77.1,1,2,14.2,14,88.0,0.0,0.2,6.8,5.66,171.8,3,1,red_laterite,1106,Potato___Late_blight,92.6,1
16.7,63.4,20.6,7.6,5,Potato,Bhubaneswar,Odisha,20.29,85.82,4,0,6.0,1,50.4,0.1,7.7,2.1,5.75,175.4,2,0,red_laterite,1482,Potato___healthy,0.0,0
28.4,90.1,14.7,28.0,3,Orange,Amritsar,Punjab,31.63,74.87,3,0,6.6,1,71.7,8.0,9.6,3.5,6.2,105.9,2,1,alluvial,682,Orange___Haunglongbing_(Citrus_greening),87.2,1
24.9,58.4,23.0,6.8,4,Corn,Ranchi,Jharkhand,23.34,85.31,1,2,2.2,1,59.8,10.8,6.8,2.5,6.12,194.0,2,0,red_laterite,1430,Corn_(maize)___healthy,0.0,0
24.4,83.6,22.0,7.6,8,Apple,Dharamsala,Himachal Pradesh,32.21,76.32,0,5,8.2,6,60.0,10.2,3.8,4.2,6.34,169.5,3,1,red_laterite,2542,Apple___Black_rot,74.1,1
18.4,87.9,3.3,38.7,12,Wheat,Karnal,Haryana,29.68,76.99,2,0,11.4,4,71.0,5.3,3.5,6.3,7.34,165.1,2,1,alluvial,772,Wheat___Leaf_rust,62.1,1
24.3,77.8,16.5,15.8,9,Apple,Dharwad,Karnataka,15.45,75.01,3,0,9.2,2,58.9,5.2,2.5,4.7,6.7,150.3,3,0,black_cotton,742,Apple___Black_rot,66.1,1
30.4,72.5,77.8,24.4,4,Orange,Hyderabad,Telangana,17.38,78.47,1,0,2.8,1,53.2,9.4,4.5,3.5,6.61,86.1,2,0,red_laterite,812,Orange___Haunglongbing_(Citrus_greening),81.5,1
13.0,86.0,15.2,12.1,12,Tomato,Nashik,Maharashtra,19.99,73.79,1,0,7.6,5,62.0,0.0,3.0,5.4,6.19,175.1,2,1,red_laterite,620,Tomato___Septoria_leaf_spot,71.0,1
29.4,92.4,41.8,8.3,7,Apple,Shimla,Himachal Pradesh,31.1,77.17,1,1,12.3,7,62.2,13.1,3.5,7.7,6.8,137.1,3,1,red_laterite,1575,Apple___Black_rot,81.1,1
15.9,69.4,12.5,11.1,7,Potato,Madurai,Tamil Nadu,9.93,78.12,1,5,5.1,1,50.7,2.2,11.6,1.5,6.7,120.7,2,0,black_cotton,924,Potato___healthy,0.0,0
22.3,99.3,6.5,6.1,9,Tomato,Kolkata,West Bengal,22.57,88.36,0,0,18.1,7,74.1,5.5,2.0,10.3,6.2,172.6,3,1,alluvial,1582,Tomato___Leaf_Mold,55.6,1
20.5,63.5,9.2,5.9,9,Tomato,Bangalore,Karnataka,12.97,77.59,2,1,3.8,0,51.9,3.3,8.2,3.7,6.69,175.8,2,0,red_laterite,948,Tomato___healthy,0.0,0
20.4,80.4,41.6,26.2,6,Peach,Kolkata,West Bengal,22.57,88.36,8,0,9.2,8,79.6,0.0,3.0,9.1,6.8,145.9,2,0,alluvial,1582,Peach___Bacterial_spot,35.2,1
27.3,86.9,21.5,8.0,7,Peach,Shimla,Himachal Pradesh,31.1,77.17,7,2,11.5,4,74.1,11.0,2.8,6.8,6.1,139.7,2,1,red_laterite,1575,Peach___Bacterial_spot,42.4,1
27.5,60.6,15.6,10.7,3,Tomato,Bangalore,Karnataka,12.97,77.59,2,4,3.0,2,54.4,11.5,9.2,4.0,6.04,155.7,2,0,red_laterite,948,Tomato___healthy,0.0,0
33.3,27.9,1.1,1.1,5,Tomato,Pune,Maharashtra,18.52,73.85,4,3,0.0,0,31.4,7.4,40.7,0.3,6.8,100.7,2,1,red_laterite,722,Tomato___Spider_mites Two-spotted_spider_mite,36.7,1
23.6,55.1,18.7,11.1,8,Cherry,Varanasi,Uttar Pradesh,25.31,82.97,3,0,6.3,0,53.3,17.2,11.6,1.7,6.2,114.4,2,0,alluvial,1110,Cherry_(including_sour)___healthy,0.0,0
13.7,63.0,5.5,7.5,12,Cherry,Kolkata,West Bengal,22.57,88.36,4,2,2.9,0,60.8,5.5,10.4,2.9,6.3,110.4,2,0,alluvial,1582,Cherry_(including_sour)___healthy,0.0,0
29.0,78.8,46.4,18.1,10,Corn,Jalandhar,Punjab,31.32,75.57,0,3,14.4,8,80.5,11.8,3.9,9.0,6.2,152.8,2,0,alluvial,698,Corn_(maize)___Northern_Leaf_Blight,67.5,1
25.9,49.8,4.4,3.7,11,Tomato,Meerut,Uttar Pradesh,28.98,77.7,3,0,5.1,2,57.5,8.9,7.4,4.5,6.2,172.0,2,0,alluvial,814,Tomato___healthy,0.0,0
17.4,53.6,4.4,8.3,12,Raspberry,Agra,Uttar Pradesh,27.17,78.01,3,3,4.3,0,68.6,10.4,7.3,2.2,6.37,136.5,2,0,alluvial,660,Raspberry___healthy,0.0,0
26.0,55.7,22.8,5.6,3,Pepper,Dharwad,Karnataka,15.45,75.01,5,1,5.2,1,46.0,6.1,4.6,4.0,6.7,186.2,2,0,black_cotton,742,"Pepper,_bell___healthy",0.0,0
24.7,48.8,9.4,11.8,1,Potato,Ludhiana,Punjab,30.9,75.85,6,0,3.7,1,62.3,11.8,3.7,3.9,6.3,136.8,2,0,alluvial,712,Potato___healthy,0.0,0
16.0,55.7,19.5,11.3,11,Raspberry,Pune,Maharashtra,18.52,73.85,2,2,4.8,1,49.9,3.1,5.5,2.2,5.56,117.3,2,0,red_laterite,722,Raspberry___healthy,0.0,0
16.2,53.9,12.6,9.1,5,Strawberry,Mysore,Karnataka,12.29,76.64,5,0,2.9,2,45.8,1.8,9.4,4.4,5.64,115.6,2,0,red_laterite,752,Strawberry___healthy,0.0,0
25.8,67.5,11.6,1.7,4,Tomato,Pune,Maharashtra,18.52,73.85,2,1,3.8,1,38.3,5.1,15.5,1.1,6.17,113.8,1,1,red_laterite,722,Tomato___Tomato_mosaic_virus,77.3,1
6.7,87.2,10.4,15.3,11,Potato,Akola,Maharashtra,20.7,77.0,3,1,21.2,14,95.1,2.4,0.3,5.6,6.7,234.0,3,0,black_cotton,820,Potato___Late_blight,99.7,1
28.9,67.0,18.7,19.1,7,Tomato,Ranchi,Jharkhand,23.34,85.31,1,0,5.4,0,28.4,9.2,12.5,1.1,6.04,177.5,1,0,red_laterite,1430,Tomato___Tomato_Yellow_Leaf_Curl_Virus,67.3,1
11.3,52.1,15.0,4.3,2,Apple,Akola,Maharashtra,20.7,77.0,3,0,7.2,2,61.0,0.8,5.5,3.3,6.97,146.8,2,0,black_cotton,820,Apple___healthy,0.0,0
22.8,57.9,15.3,9.4,3,Peach,Aurangabad,Maharashtra,19.87,75.34,1,0,4.4,0,50.7,10.4,9.4,3.3,6.7,175.1,2,0,black_cotton,726,Peach___healthy,0.0,0
21.1,52.6,18.8,9.5,4,Potato,Bhopal,Madhya Pradesh,23.25,77.41,0,0,1.4,1,51.9,4.9,3.2,2.8,6.7,132.4,2,0,black_cotton,1146,Potato___healthy,0.0,0
23.1,86.0,17.9,7.5,8,Corn,Amravati,Maharashtra,20.93,77.75,0,5,19.8,8,74.3,1.7,2.3,10.0,6.71,136.9,3,1,black_cotton,788,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,64.9,1
22.2,88.9,50.4,3.4,9,Grape,Vadodara,Gujarat,22.3,73.18,6,4,12.4,11,90.2,6.5,2.3,7.5,6.96,200.6,3,0,black_cotton,921,Grape___Black_rot,61.3,1
